NAMC_CODE,NAMC_term,NAMC _term_diacritical,Matched_IndexTerm,short_definition,long_definition,TM2 Code,Similarity_Score
SS-2.2,MARMARIKA,marmarikā,(a) meḍhraja-arśaḥ (b) Tāmaraikkāyttaṭippu (c) Tha’ālīl al-Dhakar,a complication of ear piersing leading to torticolis etc ,"the disorder is characterized by vēdanā [pain], jvaraḥ [fever], granthiḥ [glandular swellings] ",SN06,70.00000000000001
PAT,PRAKRUTIKAH,prākr̥tikaḥ,(a) vātaprakr̥tiḥ,normal state , ,SS50,72.0
U-18,SAMYAK-PRASADANJANA,samyak-prasādāñjana,nan,optimal soothing collyrium ,"the pattern is characterized by snēhōpētākṣiḥ [lubrication of eyes], varṇōpētākṣiḥ [gaining of normal colour of eyes], balōpētākṣiḥ [good power of movements and vision of eyes], prasannākṣiḥ [pleasing eyes], dōṣavarjitākṣiḥ [free from dōṣa], nirvr̥tākṣiḥ [feels comfortable] ",nan,72.0
VA,PRAKRUTIH,prakr̥tiḥ,(a) vātaprakr̥tiḥ,somatic constitution , ,SS50,90.0
VA-1,VATAPRAKRUTIH,vātaprakr̥tiḥ,(a) vātaprakr̥tiḥ,vāta-constitution ,"the pattern is characterized by apacita [thin built], hrasvākr̥tiḥ [short height], dīrghākr̥tiḥ [tall height], bahu-kaṇḍarā-sirā-pratānāḥ [prominent tendons and veins], dhūsara [dusky], kr̥ṣṇa [dark], rūkṣāṅga [dry / non lustrous], sphuṭitāṅgaḥ [cracking of soles and palms], anavasthitasandhiḥ [unstable joint], saśabdasandhigāmī [sound on movement due to friction of bone to tendon], udbaddha-piṇḍikā [prominent calf muscles], tanu-lōcanaḥ [small eyes], vr̥ttanētraḥ [round eyes], mr̥tōpama-nētraḥ [dull/sunken eyes], rūkṣa /khara-nētraḥ [dry eyes/ rough eyes], dhūsara-nētraḥ [dull white sclera], cala-dr̥ṣṭiḥ [unsteady gaze / unable to hold the attention], unmīlitānīva bhavanti suptē [eyes remains open/half closed during sleep], paruṣa [rough/dry], rūkṣa [dry], sphuṭita-kēśaḥ [split hair ends], dhūsara-kēśaḥ [dusky hair], rūkṣa-dantaḥ [dry teeth], paruṣa-daśanam [rough teeth], sūkṣma-dantaḥ [small teeth], ati-dantaḥ [excess teeth], alpa-nakhaḥ [small nails], tanu-nakhaḥ [thin nails], paruṣa-nakhaḥ /stabda-nakhaḥ [rough nails and difficult to prune], rūkṣa-nakhaḥ [dry nails], nakha-vr̥ddhiḥ [excessive nail growth], drutagatiḥ/ capalagatiḥ [speedy/ quick/ swift gait], laghugatiḥ [small steps and / or quick initiation], capalacēṣṭā [quick completion/ inconsistent action], kṣīṇa-vāk [feeble voice], rūkṣa-svaraḥ [unpleasant voice], jarjara-svaraḥ [shattered / broken voice], pratata-svaraḥ [unclear speech], baddha-svara / sakta-svara [stammering], cala-vācaḥ [fast / shaking voice], stabdha-svaraḥ [hoarseness of voice], tanu-svaraḥ [high pitched voice], alpa-svaraḥ [low pitched voice], atibahubhuk/ bahubhuk (analpāśana) [voracious eating], laghu āhāraḥ / capala-āhāraḥ [fast eating habit], jāgarūkaḥ [easy awakening], alpa-nidrā [less sleep], krathati suptē [snoring], khādati dantāni suptē [grinding of teeth during sleep], trāsyati suptē [get frightened during sleep], śailadrumāṁstē gaganaṁ ca yānti [dreaming as if walking / flying in the sky / mountains / dried water bodies / trees], anavasthita-ātmā /avyavasthita-matiḥ [indecisiveness], śrutagrāhī [quick comprehension], alpasmr̥tiḥ [less memory], calasmr̥tiḥ [unstable memory], mandamitra [few friends/adhr̥ta sauhr̥da fickle friendship], adr̥ḍha-sauhr̥daḥ [unstable cordial friendship], śīghra-samārambhaḥ [quick initiation of action], ajitēndriyaḥ [lack of self control], nāstikaḥ [non-believer/atheist], śīghra-kṣōbhī [quickly gets agitated], kr̥taghnaḥ [ungreateful], yātrāpriyaḥ [fond of travelling], gandharvapriyaḥ [fond of music and dancing /fond of humour], itihāsapriyaḥ [fond of tradition and history], udyānapriyaḥ [fond of gardens], vilāsapriyaḥ [fond of luxurious life], śāstrapriyaḥ [fond of reading / listening śāstra / classical texts], madhura-annapānakāṅkṣā [fond of relishing sweet taste, food], amla-annapānakāṅkṣā [fond of relishing sour taste, food], lavaṇa-annapānakāṅkṣā [fond of relishing saline/salt taste, food], rūkṣa-bhuk [consumes dry food], ati-svēdana-vimardanēna saukhyaṁ gacchati [like sudation and massage], vācālaḥ [talkative/irrelevant talk], laghuvyāhāraḥ [fast spoken], hīnasatvaḥ/ śīghra-trāsa [less tolerance power and gets frightened easily], śīta-asahiṣṇuḥ [intolerance to cold], uṣṇa-annapāna-kāṅkṣā [desirous of hot food and drink], mātsaryam [jealous], stēnaḥ [stealing/hiding/plagiarism- tendency to steal], pratata śītaka/ udvēpaka/ staṁbhaka [always feeling of coldness / shivering / stiffness], laghucēṣṭā [quick initiation of action], dantaśūkaḥ [frequent intake of food] ",SS50,95.0
VA-2,PITTAPRAKRUTIH,pittaprakr̥tiḥ,(a) pittaprakr̥tiḥ,pitta-constitution ,"the pattern is characterized by sukumāra-gātraḥ [delicate body], gaura-pītāṅga-varṇaḥ [fair with yellowish tinge], prabhūta-tila-vyaṅga-piplavaḥ [presence of moles, pimples, freckles], kṣipravalī [early appearance of wrinkles], uṣmāṅgaḥ [warm feeling on touch], ūṣṇamukhaḥ [tendency for frequent ulceration of mouth], mr̥du-sandhiḥ [delicate joints], śithila-sandhiḥ / śithila-sandhibandhaḥ [lax/flexible joints], śithila-mr̥du-māṁsaḥ [lax muscles], tāmranayanaḥ [coppery eyes], alpapakṣma [eye lashes less in number], tanupakṣma [thin eye lashes], krōdhēna/ madyēna/ravēśca rāgam [eyes redden during anger/after alcohol consumption/after exposure to sunlight], mr̥du kēśaḥ [soft hair], alpa-kēśaḥ [scanty], kapila-kēśaḥ [reddish brown hair], akāla-palitam [premature greying], śīghra-khālityam [early hair loss/baldness], viśuddha-varṇa-dantaḥ [white teeth], tāmra-nakhaḥ [coppery coloured nails], śīghra-kṣudhā [frequent feeling of hunger], tīkṣṇa-bubhukṣā [intense feeling of hunger], tīkṣṇa-tr̥ṣṇā [intense thirst], prabhūta-pānam [drinks more water], śīghra-pipāsā [frequently thirsty], prabhūta-purīṣaḥ [more stool formation], sr̥ṣṭa-purīṣaḥ [easy bowel evacuation], prabhūtamūtram [excess urination/polyuria], sr̥ṣṭamūtram [easy flow of urine], prabhūta-sr̥ṣṭa-svēdaḥ [profuse sweating], kakṣa-āsya-śirassu prabhūta-pūtigandhaḥ [putrid / foul odour especially from axilla, scalp, mouth and hea], svēda-daurgandhyam [bad odour of sweat], suptaḥ paśyētkarṇikāranpalāśān, digdāhōlkāvidyudarkānalāṁśca [dreams of fire/lightening/gold/red flowers/falling of meteors], nipuṇamatiḥ [intelligent], krōdhī [short tempered], kṣipra-kōpī kṣipra-prasādī ca [becomes angry quickly and gets pleased quickly], dayita-mālya-vilēpana-manḍanaḥ [fond of cosmetics], tikt-abhilāṣā [fond of consuming bitter taste, food], kaṣāya-abhilāṣā [fond of consuming astringent taste, food], vigr̥hya-vaktā [forceful establishment of own views in debate], pragalbha-vaktā [profound orator], samitiṣu durnivāravīryaḥ [dominant speaker], uṣṇa-asahiṣṇuḥ [intolerance to heat], śītābhilāṣī [desire for cold], āśrita-vatsalaḥ [affectionate to dependents], tīkṣṇaparākramaḥ / śūraḥ [very brave / valour], śuciḥ [purity of body/thought/words/deeds], bhūri īrṣyā [competitive spirit], abhimānī [egoist/superiority complex], anatēṣu amr̥duḥ [harsh towards non loyal], stutipriyaḥ [fond of praise], na bhayāt pratāmyati [never surrender/submits in fear] ",SS51,95.0
VA-3,KAPAPRAKRUTIH,kaphaprakr̥tiḥ,(a) kaphaprakr̥tiḥ,kapha-constitution ,"the pattern is characterized by upacita [well built], sukumāra-gātraḥ [delicate body], samasuvibhakta-gātraḥ [well proportionate body], priyadarśanaḥ [cheerful, pleasing apperance], mahālalāṭaḥ [broad forehead], gaura-varṇaḥ [lotus/straw/gold colour], prasanna-snigdhāṅgaḥ [unctuous skin / smooth clear skin without moles, freckles and dryness etc], alpasantāpaḥ [body temperature towards lower side of normalcy], suśliṣṭa-sandhiḥ [compact joints], sama-māṁsaḥ [well-built muscles], viśālākṣaḥ [big eyes], āyatākṣaḥ [elongated eyes], raktānta-nētraḥ [reddish canthus of eyes], śuklākṣaḥ / vyakta-sita-asitākṣaḥ [milky white / clearly distinguished sclera], pakṣmalākṣaḥ [thick / dense eye lashes], sthira-nētraḥ/ stabdha-nētraḥ [steady gaze/stare, less blinking], snigdha-kēśaḥ [oily hair], kuṭila-kēśaḥ [curly hair], gxana-kēśaḥ [dense], śyāma-kēśaḥ [black hair], sthira-kēśaḥ [minimal/less hair fall], dīrgha-nakhaḥ [long nails], sāragatiḥ [consistent/steady gait], adhiṣṭita-gatiḥ [firm steps], mandacēṣṭā [sluggishness in body activities], prasanna-svaraḥ [clear voice], gambhīra-snigdha-svaraḥ [deep/pleasant voice], alpakṣut/alpa-aśanam [less hunger/ less appetite], kṣut sahiṣṇu [can tolerate hunger], manda-āhāraḥ [slow eating speed], pipāsā-sahiṣṇuḥ [can tolerate thirst], alpa-pānam [drinks less water], alpa-tr̥ṣṇā [less thirst], alpa-svēdaḥ [scanty sweating], nidrāpriyaḥ [likes sleeping], svapnē sapadmānsavihaṅgamālāṁ- stōyāśayān paśyati tōyadāṁśca [dreams of water bodies/lotus/water birds like swan, duck], ciragrāhī [delayed comprehension/ delayed grasping power], smr̥timān [good and long term memory], sthira-sauhr̥daḥ [stable cordial friendship], aśīghr-ārambhaḥ [delayed initiation], alōlupaḥ [self control], aśīghra-kṣōbhī [dont get agitated quickly], alpa-krōdhaḥ [calm and patient /less anger], dīrghadarśī [fore-sighted], dharmātmā [virtuous/righteous], saṁgīta-vādya-atisahiṣṇuśīlaḥ [listening music / instrumental music even for long hours], kaṭubhōjī [relishes pungent taste, food], snigdha-annapānakāṅkṣā [interested to consume unctuous food], mitavāk [speaks limited], satata-pariniścita-vākyavaktā [relevant and thoughtful speaker], satyavādī [truthfulness], vadānyaḥ [soft spoken], kṣamāvān [endowed with forgiveness/forbearance], gurumānayitā [respect to teachers/ elders], dr̥ḍhavairam [strong enmity], vinītaḥ [polite/humble], gaṁbhīraḥ [dignified and thoughtful personality], sulajjaḥ [modest], parigaṇya cirāt pradadāti bahuḥ [generous and judicious charity], abhiyōgavān [firm and ideal planner] ",SS52,95.0
VA-4,VATAPITTAPRAKRUTIH,vātapittaprakr̥tiḥ,(a) vātapittaprakr̥tiḥ,vāta-pitta-constitution , ,SS53,95.0
VA-5,PITTAKAPAPRAKRUTIH,pittakaphaprakr̥tiḥ,(a) pittakaphaprakr̥tiḥ,pitta-kapha-constitution , ,SS54,95.0
VA-6,KAPAVATAPRAKRUTIH,kaphavātaprakr̥tiḥ,(a) kaphavātaprakr̥tiḥ,kapha- vāta-constitution , ,SS55,95.0
VA-7,TRIDOSHAJAPRAKRUTIH,tridōṣajaprakr̥tiḥ,"(a) tridōṣajaprakr̥tiḥ, (a) samaprakr̥tiḥ",body constitution with a predominance of all three dōṣa ,"the pattern is characterized by [], [] ",SS56,90.0
VB-2,AVIKRUTA-PITTAKARMAH,avikr̥ta-pittakarmaḥ,pittakṣayaḥ,normal functions of pitta ,"the pattern is characterized by darśanam [eyesight/vision], paktiḥ [digestion], ūṣmā [warmth], kṣut [appetite], tr̥ṣṇā/tr̥ṭ/pipāsā [thirst], dēhamārdavam/tanumārdavaḥ/mārdavaḥ [softness of body], prabhā [body complexion/lustre], prasādaḥ [beauty, brightness], mēdhā [intelligence], rāgaḥ [redness/congestion], ōjaḥ [ōjas/ vital energy], tējaḥ [fiery energy, glow], ruciḥ [taste/interest], dhī [wisdom], śauryam [bravery], abhilāṣā [desire] ",SR19,73.63636363636364
VC-9,AVIKRUTA-MUTRAKARMAH,avikr̥ta-mūtrakarmaḥ,mūtrakṣayaḥ,normal functions of mūtra ,"the pattern is characterized by bastipūraṇam [filling of basti/ urinary bladder], viklēdanam/klēdavāhanam() [moistening] ",SR83,73.63636363636364
VD,SARAH,sāraḥ,(a) apasmāraḥ (b) Vaḷi ppu (c) Ṣar‘,essence , ,SK31,72.0
VD-2,RAKTASARAH,raktasāraḥ,(a) vartmagata-raktārśaḥ (c) Tha’ālīl al-Ajfān,features of of raktasāra ,"the pattern is characterized by karṇasya raktavarṇam [redness of ears], akṣṇaḥ raktavarṇam [redness of eyes], mukhasya raktavarṇam [redness of mouth/ face], jihvāyāḥ raktavarṇam [redness of tongue], nāsāyāḥ raktavarṇam [redness of nose], ōṣṭhasya raktavarṇam [redness of lips], pāṇitalasya raktavarṇam [redness of palms], pādatalasya raktavarṇam [redness of sole], nakhasya raktavarṇam [redness of nails], lalāṭasya raktavarṇam [redness of forehead], mēhanasya raktavarṇam [redness of penis], karṇasya snigdhatvam [unctuousness of ears], akṣṇaḥ snigdhatvam [unctuousness of eyes], mukhasya snigdhatvam [unctuousness of mouth/face], jihvāyāḥ snigdhatvam [unctuousness of tongue], nāsāyāḥ snigdhatvam [unctuousness of nose], ōṣṭhasya snigdhatvam [unctuousness of lips], pāṇitalasya snigdhatvam [unctuousness of palms], pādatalasya snigdhatvam [unctuousness of sole], nakhasya snigdhatvam [unctuousness of nails], lalāṭasya snigdhatvam [unctuousness of forehead], mēhanasya snigdhatvam [unctuousness of penis], śrīmat [charming/ pleasant], bhrājiṣṇuḥ [dazzling appearance] ",SK6H,72.0
VD-5,ASTHISARAH,asthisāraḥ,(a) atisāraḥ (b) Peruṅ kaẕiccal (c) Ishāl,features of asthisāra ,"the pattern is characterized by sthūlapārṣṇiḥ [large/ big heels], sthūlagulphaḥ [large ankles], sthūlajānu [large/ big knee], sthūla-aratni [large forearm], sthūlajatru [large clavicle], sthūlacibuka [large chin], sthūlaśiraḥ [large head], sthūlaparva [large joints], sthūlāsthi [large bones], sthūlanakhaḥ [large nails], sthūladantaḥ [large teeth], mahōtsāhāḥ [very enthusiastic], kriyāvantaḥ [active], klēśasahaḥ [able to tolerate sufferings], sthiraśarīraḥ [firm bodies], dīrghāyuḥ [endowed with longevity] ",SM37,72.0
VD-10,SARVASARAH,sarvasāraḥ,(a) sarvasara-śōthaḥ (b) Cōkai (c) Istisqā’ Laḥmī,person having all dhātu proportionately ,"the pattern is characterized by atibalaḥ [great strength], paramasukhayuktaḥ [happiness], klēśasahaḥ [able to tolerate sufferings], sarvārambhēṣvātmanijātapratyayaḥ [self confidence in all enterprises], kalyāṇābhinivēśī [sincerity in actions and virtuous acts], sthiraśarīraḥ [firm body], samāhitaśarīraḥ [well built body], susamāhitagatiḥ [correct gait], sānunādasvaraḥ [melodious voice], snigdhasvaraḥ [soft pleasant voice], gambhīrasvaraḥ [resonant voice], mahāsvaraḥ [high pitched voice], sukhabhājaḥ [happiness], aiśvaryabhājaḥ [prosperity], vittabhājaḥ [wealth], upabhōgabhājaḥ [enjoyments], sammānabhājaḥ [attains honour], mandajarasaḥ [delayed ageing], mandavikāraḥ [resistance for diseases], tulyaguṇavistīrṇāpatyaprāyaḥ [large number of children with similar qualities], cirajīvinaḥ [longevity] ",SP91,72.0
VE,KAYAH,kāyaḥ,(a) brahmakāyaḥ,psychic constitution , ,SS60,90.0
VE-1,SATVAKAYAH,satvakāyaḥ,(a) pāśavakāyaḥ,person with sātvika temperament , ,SS62,80.0
VE-1.1,BRAHMAKAYAH,brahmakāyaḥ,(a) brahmakāyaḥ,person with brahma temperament ,"the pattern is characterized by śaucam [purity], āstikyam [aesthetic], abhyāsō vēdēṣu [learns vedas], gurupūjanam [worships elders], priyātithitvam [good host], ijyā [performs yajñna] ",SS60,95.0
VE-1.2,MAHENDRAKAYAH,māhēndrakāyaḥ,(a) māhēndrakāyaḥ,person with mahēndra temperament ,"the pattern is characterized by māhātmyam [greatness], śauryam [bravery], ājñā [commanding habits], satataṁ śāstrabuddhitā [behaves according to religious teachings], bhr̥tyānāṁ bharaṇaṁ [looks after dependent people] ",SS60,95.0
VE-1.3,VARUNAKAYAH,vāruṇakāyaḥ,(a) vāruṇakāyaḥ,person with varuṇa temperament ,"the pattern is characterized by śītasēvā [liking for cold], sahiṣṇutā [tolerant], paiṅgalyam [limping], harikēśatā [reddishbrown hair], priyavāditvam [pleasant talk] ",SS60,95.0
VE-1.4,KAUBERAKAYAH,kaubērakāyaḥ,(a) kaubērakāyaḥ,person with kaubēra temperament ,"the pattern is characterized by madhyasthatā [impartial], sahiṣṇutvam [tolerant], arthāgamaḥ [earns wealth], arthasañcayaḥ [collects wealth], mahāprasavaśaktiḥ [highly fertile] ",SS60,95.0
VE-1.5,GANDHARVAKAYAH,gandharvakāyaḥ,(a) gandharvakāyaḥ,person with gandharva temperament ,"the pattern is characterized by gandhapriyatvam [fond of pleasant smell], mālyapriyatvam [loves garlands], nr̥tyakāmitā [has passion for dance], vāditrakāmitā [has passion for music], vihāraśīlatā [fond of roaming] ",SS60,95.0
VE-1.6,YAMYAKAYAH,yāmyakāyaḥ,(a) yāmyakāyaḥ,person with yama temperament ,"the pattern is characterized by prāptakārī [one who performs right things], dr̥ḍhōtthānaḥ [has indefatigable energy], nirbhayaḥ [fearless], smr̥timān [good and long term memory], śuciḥ [purity of body/thought/words/deeds], rāgavarjitaḥ [free from attachment], mōhavarjitaḥ [free from infatuation], madavarjitaḥ [free from vanity], dvēṣavarjitaḥ [free from jealousy] ",SS60,95.0
VE-1.7,RUSHIKAYAH,r̥ṣikāyaḥ,(a) r̥ṣikāyaḥ,person with r̥śi temperament ,"the pattern is characterized by japasēvinaḥ [performs japa and fasting], vratasēvinaḥ [observence of vows], brahmacaryasēvinaḥ [practises celibacy], hōmasēvinaḥ [performs havana], adhyayanasēvinaḥ [devoted to studies], jñānasampannaḥ [possess knowledge], vijñānasampannaḥ() [knowledgable] ",SS60,95.0
VE-2,RAJASIKAKAYAH,rājasikakāyaḥ,(a) rājasikakāya,person with rājasika temperament , ,SS61,82.75862068965517
VE-2.1,ASURAKAYAH,āsurakāyaḥ,(a) āsurakāyaḥ,person with asura temperament ,"the pattern is characterized by aiśvaryavantaḥ [attains prosperity], raudraḥ [fearful/ voilent], śūraḥ [courageous], caṇḍaḥ [full of anger], asūyakaḥ [jealous of others progress], ēkāśinaḥ [eats alone], audarikaḥ [voracious eater] ",SS61,95.0
VE-2.2,SARPAKAYAH,sarpakāyaḥ,(a) sarpakāyaḥ,person with sarpa temparament ,"the pattern is characterized by tīkṣṇaḥ [strong/ sharp in action], āyāsinaḥ [laborious], bhīrū [coward], caṇḍaḥ [full of anger], māyānvitaḥ [deceptive], vihāracapalaḥ [quick in action], ācāracapalaḥ [quick in behaviour] ",SS61,95.0
VE-2.3,SAKUNIKAYAH,śākunikāyaḥ,(a) śākunikāyaḥ,person with śakuna temparament ,"the pattern is characterized by pravr̥ddhakāmasēvī [excessively indulged in sexual activity], ajasrāhāraḥ [eats incessantly], amarṣaṇaḥ [intolerant /impatient], anavasthāyī [unsteady mind] ",SS61,95.0
